UserId;StoryId;Questionnaire;QuestionNumber;Question;Answer,,,,,,,,,,,,,,,,,,,,,,,
18;8;questionnaire3;22;How often do you use physical print books (hardcover or paperback) for reading <b>as part of work or study</b>?;A few times a week,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;1;I think that recreational reading is boring;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;2;I think recreational reading is enjoyable;7 <br/> Very true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;3;I am skilled at reading;6,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;4;I like recreational reading;7 <br/> Very true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;5;I put a lot of effort into recreational reading;6,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;6;After reading for a while, I feel skilled;5,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;7;I read recreationally for the fun of it;7 <br/> Very true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;8;I think I am good at reading;5,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;9;While I am reading recreationally, I think about how much I enjoy it;6,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;10;I am satisfied with how well I can read;5,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;11;I put energy into recreational reading;5,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;12;If I could choose what to do right now, I would read recreationally;6,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;13;I try hard when I read recreationally;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;14;I would describe recreational reading as interesting;6,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;15;I try hard to read well;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;16;It is important to me to do well at reading;5,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;17;Overall, I enjoy recreational reading;6,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;18;Reading is an activity that I can do well;5,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;19;Recreational reading is fun to do;7 <br/> Very true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire11;20;I think I read well, in comparison to others;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire12;21;Age;20,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire12;22;Gender;Male,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire12;23;Is your native language English?;No,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire12;24;What is the highest level of education you have attained?;High school,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire12;25;How often do you read for pleasure?;Every day,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire12;26;How often do you read as part of work or study?;Every day,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire12;27;What types of genres of books do you find most enjoyable? Select all that apply.;Modern fiction,Classic novels,Biographies / autobiographies,Science,Poetry,Historical fiction,,,,,,,,,,,,,,,,,,
19;7;questionnaire12;28;How many books did you read for pleasure during the last year (2019)?;16-25 books,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire12;29;What is your primary reason for reading?;Enjoyment,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire21;1;Did you enjoy reading the story?;Moderately,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire21;2;Did you find the story interesting?;A little,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire21;3;Have you previously read the story?;No, this was my first time reading this story,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire21;4;What was your primary reason for reading the short story?;Social reasons,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire21;5;How far did you read in the story?;100% - The entire story,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire21;6;Please estimate how much time you spent reading the story.;30,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire21;7;Please write a short summary of the story:;An aging woman runs out of money and starts doing laundry for a neighbouring family who've lost their maid. Because of family pride she conceals this by acting like she has adopted a baby whom she pushes around in an old carriage. Her former admirer returns to town and to show him that, after all those years, his feelings are returned by her and that she finally accepts him, she adopts an actual baby.,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;8;While I was reading the story, I was thinking about how much I enjoyed it;5,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;9;Reading this story was an activity that I couldn’t do very well;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;10;I read the story because I had to;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;11;Reading the story was a boring activity;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;12;I was anxious while reading the story;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;13;It was important to me to do well at reading the story;5,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;14;I would describe reading this story as very interesting;2,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;15;I was pretty skilled at reading the story;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;16;I felt like it was not my own choice to read the story;5,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;17;I didn’t put much energy into reading the story;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;18;I thought that reading this story was quite enjoyable;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;19;I think I read the story pretty well, compared to others;3,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;20;I read the story because I had no choice;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;21;I read the story because I wanted to;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;22;Reading the story was fun to do;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;23;I think I am pretty good at reading stories;5,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;24;I put a lot of effort into reading the story;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;25;I felt pressured while reading the story;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;26;Reading the story did not hold my attention at all;5,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;27;I felt like I had to read the story;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;28;I enjoyed reading the story;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;29;I didn’t try very hard to read the story well;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;30;I didn’t really have a choice about reading the story;5,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;31;I tried very hard to read the story;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;32;I believe I had some choice about reading the story;3,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;33;I am satisfied with my performance at reading this story;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;34;After working on reading this story for a while, I felt pretty competent;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;35;Please tell us of any issues you had with the ORB Reader below:;None.,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire22;36;Please leave any other comments or suggestions below:;,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;1;Which of the following devices do you own? Select all that apply;Desktop computer,Laptop,Smartphone,Tablet computer (such as iPad),,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;2;How often do you read academic journals or conference articles <b>electronically</b>?;Every day,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;3;How often do you read nonfiction books <b>electronically</b>?;A few times a week,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;4;How often do you read fiction books <b>electronically</b>?;A few times a week,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;5;How often do you read graphic novels <b>electronically</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;6;How often do you read magazine, newspaper or other articles <b>electronically</b>?;Every day,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;7;How often do you read short stories or fanfiction <b>electronically</b>?;A few times a year,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;8;How often do you read textbooks <b>electronically</b>?;A few times a week,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;9;How often do you use a dedicated e-reader with an e-ink screen (such as Kindle Paperwhite, Kobo or Nook) for reading <b>recreationally</b>?;Never,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;10;How often do you use a desktop computer for reading <b>recreationally</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;11;How often do you use a laptop for reading <b>recreationally</b>?;A few times a week,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;12;How often do you use a smartphone for reading <b>recreationally</b>?;Every day,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;13;How often do you use a tablet computer (such as an iPad) for reading <b>recreationally</b>?;Every day,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;14;How often do you use a small device with internet access such as a smartwatch or an iPod for reading <b>recreationally</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;15;How often do you use physical print books (hardcover or paperback) for reading <b>recreationally</b>?;A few times a week,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;16;How often do you use a dedicated e-reader with an e-ink screen (such as Kindle Paperwhite, Kobo or Nook) for reading <b>as part of work or study</b>?;Never,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;17;How often do you use a desktop computer for reading <b>as part of work or study</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;18;How often do you use a laptop for reading <b>as part of work or study</b>?;Every day,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;19;How often do you use a smartphone for reading <b>as part of work or study</b>?;A few times a month,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;20;How often do you use a tablet computer (such as an iPad) for reading <b>as part of work or study</b>?;A few times a year,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;21;How often do you use a small device with internet access such as a smartwatch or an iPod for reading <b>as part of work or study</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
19;7;questionnaire3;22;How often do you use physical print books (hardcover or paperback) for reading <b>as part of work or study</b>?;A few times a week,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;1;I think that recreational reading is boring;2,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;2;I think recreational reading is enjoyable;5,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;3;I am skilled at reading;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;4;I like recreational reading;6,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;5;I put a lot of effort into recreational reading;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;6;After reading for a while, I feel skilled;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;7;I read recreationally for the fun of it;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;8;I think I am good at reading;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;9;While I am reading recreationally, I think about how much I enjoy it;5,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;10;I am satisfied with how well I can read;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;11;I put energy into recreational reading;5,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;12;If I could choose what to do right now, I would read recreationally;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;13;I try hard when I read recreationally;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;14;I would describe recreational reading as interesting;3,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;15;I try hard to read well;5,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;16;It is important to me to do well at reading;3,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;17;Overall, I enjoy recreational reading;6,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;18;Reading is an activity that I can do well;5,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;19;Recreational reading is fun to do;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire11;20;I think I read well, in comparison to others;5,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire12;21;Age;19,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire12;22;Gender;Female,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire12;23;Is your native language English?;Yes,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire12;24;What is the highest level of education you have attained?;High school,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire12;25;How often do you read for pleasure?;Every day,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire12;26;How often do you read as part of work or study?;A few times a week,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire12;27;What types of genres of books do you find most enjoyable? Select all that apply.;Classic novels,Romance,Travel,Politics / current affairs,History,Modern fiction,,,,,,,,,,,,,,,,,,
20;4;questionnaire12;28;How many books did you read for pleasure during the last year (2019)?;7-15 books,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire12;29;What is your primary reason for reading?;Personal development,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire21;1;Did you enjoy reading the story?;A little,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire21;2;Did you find the story interesting?;Not at all,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire21;3;Have you previously read the story?;No, this was my first time reading this story,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire21;4;What was your primary reason for reading the short story?;Getting the payment for completing the study,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire21;5;How far did you read in the story?;100% - The entire story,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire21;6;Please estimate how much time you spent reading the story.;50,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire21;7;Please write a short summary of the story:;The story is about Harrietta Fuller, who is an actress on Broadway. She doesn't earn much money but she is still respected and fairly well known in her field. After her maid retires because her daughter, who Harrietta initially gave jobs to on Broadway, moves to Hollywood, she takes up an lucrative offer to be in a film. Once she arrives in Hollywood, she realises she was only given the part because her ex-maid's daughter recommended her as a favour and that the part is actually a minor one. Moreover, she is seen as old in Hollywood, though she is just 37. Realising that she misses and prefers her life in New York, she breaks her contract as soon as she can and moves back. ,,,,,,,,,,,,,,,
20;4;questionnaire22;8;While I was reading the story, I was thinking about how much I enjoyed it;2,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;9;Reading this story was an activity that I couldn’t do very well;5,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;10;I read the story because I had to;7 <br/> Very true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;11;Reading the story was a boring activity;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;12;I was anxious while reading the story;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;13;It was important to me to do well at reading the story;2,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;14;I would describe reading this story as very interesting;2,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;15;I was pretty skilled at reading the story;2,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;16;I felt like it was not my own choice to read the story;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;17;I didn’t put much energy into reading the story;3,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;18;I thought that reading this story was quite enjoyable;2,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;19;I think I read the story pretty well, compared to others;2,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;20;I read the story because I had no choice;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;21;I read the story because I wanted to;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;22;Reading the story was fun to do;2,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;23;I think I am pretty good at reading stories;3,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;24;I put a lot of effort into reading the story;3,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;25;I felt pressured while reading the story;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;26;Reading the story did not hold my attention at all;3,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;27;I felt like I had to read the story;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;28;I enjoyed reading the story;2,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;29;I didn’t try very hard to read the story well;3,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;30;I didn’t really have a choice about reading the story;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;31;I tried very hard to read the story;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;32;I believe I had some choice about reading the story;7 <br/> Very true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;33;I am satisfied with my performance at reading this story;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;34;After working on reading this story for a while, I felt pretty competent;3,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;35;Please tell us of any issues you had with the ORB Reader below:;,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire22;36;Please leave any other comments or suggestions below:;,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;1;Which of the following devices do you own? Select all that apply;Dedicated e-reader with an e-ink screen,Laptop,Smartphone,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;2;How often do you read academic journals or conference articles <b>electronically</b>?;A few times a month,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;3;How often do you read nonfiction books <b>electronically</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;4;How often do you read fiction books <b>electronically</b>?;A few times a week,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;5;How often do you read graphic novels <b>electronically</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;6;How often do you read magazine, newspaper or other articles <b>electronically</b>?;A few times a month,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;7;How often do you read short stories or fanfiction <b>electronically</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;8;How often do you read textbooks <b>electronically</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;9;How often do you use a dedicated e-reader with an e-ink screen (such as Kindle Paperwhite, Kobo or Nook) for reading <b>recreationally</b>?;Every day,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;10;How often do you use a desktop computer for reading <b>recreationally</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;11;How often do you use a laptop for reading <b>recreationally</b>?;A few times a month,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;12;How often do you use a smartphone for reading <b>recreationally</b>?;A few times a month,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;13;How often do you use a tablet computer (such as an iPad) for reading <b>recreationally</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;14;How often do you use a small device with internet access such as a smartwatch or an iPod for reading <b>recreationally</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;15;How often do you use physical print books (hardcover or paperback) for reading <b>recreationally</b>?;A few times a year,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;16;How often do you use a dedicated e-reader with an e-ink screen (such as Kindle Paperwhite, Kobo or Nook) for reading <b>as part of work or study</b>?;Never,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;17;How often do you use a desktop computer for reading <b>as part of work or study</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;18;How often do you use a laptop for reading <b>as part of work or study</b>?;A few times a month,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;19;How often do you use a smartphone for reading <b>as part of work or study</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;20;How often do you use a tablet computer (such as an iPad) for reading <b>as part of work or study</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;21;How often do you use a small device with internet access such as a smartwatch or an iPod for reading <b>as part of work or study</b>?;Never,,,,,,,,,,,,,,,,,,,,,,,
20;4;questionnaire3;22;How often do you use physical print books (hardcover or paperback) for reading <b>as part of work or study</b>?;A few times a year,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;1;I think that recreational reading is boring;2,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;2;I think recreational reading is enjoyable;7 <br/> Very true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;3;I am skilled at reading;5,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;4;I like recreational reading;6,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;5;I put a lot of effort into recreational reading;5,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;6;After reading for a while, I feel skilled;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;7;I read recreationally for the fun of it;6,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;8;I think I am good at reading;5,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;9;While I am reading recreationally, I think about how much I enjoy it;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;10;I am satisfied with how well I can read;5,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;11;I put energy into recreational reading;5,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;12;If I could choose what to do right now, I would read recreationally;3,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;13;I try hard when I read recreationally;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;14;I would describe recreational reading as interesting;6,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;15;I try hard to read well;7 <br/> Very true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;16;It is important to me to do well at reading;7 <br/> Very true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;17;Overall, I enjoy recreational reading;7 <br/> Very true,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;18;Reading is an activity that I can do well;6,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;19;Recreational reading is fun to do;7 <br/> Very true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire11;20;I think I read well, in comparison to others;5,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire12;21;Age;20,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire12;22;Gender;Female,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire12;23;Is your native language English?;No,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire12;24;What is the highest level of education you have attained?;Undergraduate,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire12;25;How often do you read for pleasure?;A few times a month,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire12;26;How often do you read as part of work or study?;A few times a week,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire12;27;What types of genres of books do you find most enjoyable? Select all that apply.;Modern fiction,Fantasy,Crime, thrillers and mystery,Poetry,Romance,,,,,,,,,,,,,,,,,,
21;6;questionnaire12;28;How many books did you read for pleasure during the last year (2019)?;3-6 books,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire12;29;What is your primary reason for reading?;Enjoyment,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire21;1;Did you enjoy reading the story?;Somewhat,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire21;2;Did you find the story interesting?;Somewhat,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire21;3;Have you previously read the story?;No, this was my first time reading this story,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire21;4;What was your primary reason for reading the short story?;To complete the study participation,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire21;5;How far did you read in the story?;100% - The entire story,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire21;6;Please estimate how much time you spent reading the story.;50,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire21;7;Please write a short summary of the story:;A poor American finds himself in London with no money or food. He finds himself being given a million pound note by two brothers who have placed a bet. The story follows what the man does with the money for a month, until he has to go revisit the brothers, as was stated in the letter given to him with the pound note.,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;8;While I was reading the story, I was thinking about how much I enjoyed it;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;9;Reading this story was an activity that I couldn’t do very well;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;10;I read the story because I had to;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;11;Reading the story was a boring activity;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;12;I was anxious while reading the story;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;13;It was important to me to do well at reading the story;5,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;14;I would describe reading this story as very interesting;5,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;15;I was pretty skilled at reading the story;6,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;16;I felt like it was not my own choice to read the story;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;17;I didn’t put much energy into reading the story;4 <br/> Somewhat true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;18;I thought that reading this story was quite enjoyable;6,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;19;I think I read the story pretty well, compared to others;5,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;20;I read the story because I had no choice;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;21;I read the story because I wanted to;5,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;22;Reading the story was fun to do;5,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;23;I think I am pretty good at reading stories;5,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;24;I put a lot of effort into reading the story;3,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;25;I felt pressured while reading the story;1 <br/> Not at all true,,,,,,,,,,,,,,,,,,,,,,,
21;6;questionnaire22;26;Reading the story did not hold my attention at all;2,,,,,,,,,,,,,,,,,,,,,,,
